geo,year,efficiency_index,n_metrics
SA,2025,0.5418561107180362,1
VIC,2025,0.5277448045157218,1
QLD,2025,0.5191825601217049,1
NT,2025,0.48522609230600533,1
WA,2025,0.4784882733986012,1
NSW,2025,0.4754796486928851,1
TAS,2025,0.45422363115255465,1
ACT,2025,0.439278442139977,1
