Code,Name,Period,GeographicAreaName,Value,UnitType,State,Year
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,6.5,DecimalOne,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,3.4,DecimalOne,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,5.0,DecimalOne,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,16.0,DecimalZero,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,8.0,DecimalZero,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,24.0,DecimalZero,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,2471.0,DecimalZero,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,2337.0,DecimalZero,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,4808.0,DecimalZero,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,148.0,DecimalOne,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,110.6,DecimalOne,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,129.8,DecimalOne,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,17.0,DecimalZero,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,12.0,DecimalZero,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,29.0,DecimalZero,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,11486.0,DecimalZero,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,10852.0,DecimalZero,ACT,2008
3.4.1,Infant and young child mortality rate,2008,Australian Capital Territory,22338.0,DecimalZero,ACT,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,4.7,DecimalOne,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,3.5,DecimalOne,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,4.1,DecimalOne,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,241.0,DecimalZero,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,171.0,DecimalZero,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,412.0,DecimalZero,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,51205.0,DecimalZero,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,49071.0,DecimalZero,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,100276.0,DecimalZero,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,119.5,DecimalOne,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,89.2,DecimalOne,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,104.8,DecimalOne,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,279.0,DecimalZero,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,197.0,DecimalZero,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,476.0,DecimalZero,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,233494.0,DecimalZero,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,220771.0,DecimalZero,NSW,2008
3.4.1,Infant and young child mortality rate,2008,New South Wales,454265.0,DecimalZero,NSW,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,8.0,DecimalOne,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,4.1,DecimalOne,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,6.1,DecimalOne,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,16.0,DecimalZero,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,8.0,DecimalZero,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,24.0,DecimalZero,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,2008.0,DecimalZero,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,1936.0,DecimalZero,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,3944.0,DecimalZero,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,214.2,DecimalOne,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,147.3,DecimalOne,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,181.7,DecimalOne,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,20.0,DecimalZero,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,13.0,DecimalZero,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,33.0,DecimalZero,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,9335.0,DecimalZero,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,8823.0,DecimalZero,NT,2008
3.4.1,Infant and young child mortality rate,2008,Northern Territory,18158.0,DecimalZero,NT,2008
3.4.1,Infant and young child mortality rate,2008,National,7.0,DecimalOne,National,2008
3.4.1,Infant and young child mortality rate,2008,National,4.0,DecimalOne,National,2008
3.4.1,Infant and young child mortality rate,2008,National,101.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,810.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,14486.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,204982.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,156.7,DecimalOne,National,2008
3.4.1,Infant and young child mortality rate,2008,National,104.7,DecimalOne,National,2008
3.4.1,Infant and young child mortality rate,2008,National,125.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,960.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,79748.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,916528.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,4.5,DecimalOne,National,2008
3.4.1,Infant and young child mortality rate,2008,National,3.6,DecimalOne,National,2008
3.4.1,Infant and young child mortality rate,2008,National,4.1,DecimalOne,National,2008
3.4.1,Infant and young child mortality rate,2008,National,702.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,524.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,1226.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,155204.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,147068.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,302272.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,118.0,DecimalOne,National,2008
3.4.1,Infant and young child mortality rate,2008,National,92.3,DecimalOne,National,2008
3.4.1,Infant and young child mortality rate,2008,National,105.5,DecimalOne,National,2008
3.4.1,Infant and young child mortality rate,2008,National,838.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,621.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,1459.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,710252.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,672841.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,National,1383093.0,DecimalZero,National,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,5.3,DecimalOne,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,4.4,DecimalOne,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,4.9,DecimalOne,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,174.0,DecimalZero,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,134.0,DecimalZero,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,308.0,DecimalZero,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,32609.0,DecimalZero,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,30559.0,DecimalZero,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,63168.0,DecimalZero,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,142.0,DecimalOne,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,111.8,DecimalOne,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,127.3,DecimalOne,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,210.0,DecimalZero,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,156.0,DecimalZero,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,366.0,DecimalZero,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,147877.0,DecimalZero,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,139587.0,DecimalZero,Qld,2008
3.4.1,Infant and young child mortality rate,2008,Queensland,287464.0,DecimalZero,Qld,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,3.0,DecimalOne,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,2.8,DecimalOne,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,2.9,DecimalOne,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,31.0,DecimalZero,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,28.0,DecimalZero,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,59.0,DecimalZero,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,10333.0,DecimalZero,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,9896.0,DecimalZero,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,20229.0,DecimalZero,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,83.9,DecimalOne,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,83.1,DecimalOne,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,83.5,DecimalOne,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,40.0,DecimalZero,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,38.0,DecimalZero,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,78.0,DecimalZero,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,47701.0,DecimalZero,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,45703.0,DecimalZero,SA,2008
3.4.1,Infant and young child mortality rate,2008,South Australia,93404.0,DecimalZero,SA,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,4.3,DecimalOne,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,3.3,DecimalOne,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,3.8,DecimalOne,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,15.0,DecimalZero,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,11.0,DecimalZero,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,26.0,DecimalZero,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,3453.0,DecimalZero,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,3322.0,DecimalZero,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,6775.0,DecimalZero,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,103.6,DecimalOne,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,84.9,DecimalOne,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,94.6,DecimalOne,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,17.0,DecimalZero,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,13.0,DecimalZero,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,30.0,DecimalZero,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,16415.0,DecimalZero,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,15313.0,DecimalZero,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Tasmania,31728.0,DecimalZero,Tas,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,4.1,DecimalOne,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,3.3,DecimalOne,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,3.7,DecimalOne,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,151.0,DecimalZero,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,113.0,DecimalZero,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,264.0,DecimalZero,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,36786.0,DecimalZero,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,34398.0,DecimalZero,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,71184.0,DecimalZero,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,106.1,DecimalOne,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,82.1,DecimalOne,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,94.4,DecimalOne,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,181.0,DecimalZero,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,133.0,DecimalZero,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,314.0,DecimalZero,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,170557.0,DecimalZero,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,162047.0,DecimalZero,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Victoria,332604.0,DecimalZero,Vic,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,3.6,DecimalOne,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,3.2,DecimalOne,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,3.4,DecimalOne,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,58.0,DecimalZero,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,50.0,DecimalZero,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,108.0,DecimalZero,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,16318.0,DecimalZero,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,15533.0,DecimalZero,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,31851.0,DecimalZero,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,100.9,DecimalOne,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,83.3,DecimalOne,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,92.3,DecimalOne,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,74.0,DecimalZero,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,58.0,DecimalZero,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,132.0,DecimalZero,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,73316.0,DecimalZero,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,69669.0,DecimalZero,WA,2008
3.4.1,Infant and young child mortality rate,2008,Western Australia,142985.0,DecimalZero,WA,2008
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,4.3,DecimalOne,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,2.6,DecimalOne,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,3.5,DecimalOne,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,11.0,DecimalZero,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,6.0,DecimalZero,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,17.0,DecimalZero,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,2574.0,DecimalZero,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,2286.0,DecimalZero,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,4860.0,DecimalZero,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,117.0,DecimalOne,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,54.5,DecimalOne,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,87.1,DecimalOne,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,14.0,DecimalZero,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,6.0,DecimalZero,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,20.0,DecimalZero,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,11966.0,DecimalZero,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,11008.0,DecimalZero,ACT,2009
3.4.1,Infant and young child mortality rate,2009,Australian Capital Territory,22974.0,DecimalZero,ACT,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,4.3,DecimalOne,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,3.5,DecimalOne,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,3.9,DecimalOne,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,218.0,DecimalZero,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,169.0,DecimalZero,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,387.0,DecimalZero,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,50411.0,DecimalZero,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,47820.0,DecimalZero,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,98231.0,DecimalZero,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,103.3,DecimalOne,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,89.5,DecimalOne,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,96.6,DecimalOne,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,247.0,DecimalZero,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,203.0,DecimalZero,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,450.0,DecimalZero,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,239224.0,DecimalZero,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,226742.0,DecimalZero,NSW,2009
3.4.1,Infant and young child mortality rate,2009,New South Wales,465966.0,DecimalZero,NSW,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,6.5,DecimalOne,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,7.7,DecimalOne,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,7.1,DecimalOne,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,13.0,DecimalZero,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,14.0,DecimalZero,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,27.0,DecimalZero,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,1991.0,DecimalZero,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,1829.0,DecimalZero,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,3820.0,DecimalZero,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,198.8,DecimalOne,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,166.4,DecimalOne,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,183.1,DecimalOne,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,19.0,DecimalZero,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,15.0,DecimalZero,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,34.0,DecimalZero,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,9557.0,DecimalZero,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,9017.0,DecimalZero,NT,2009
3.4.1,Infant and young child mortality rate,2009,Northern Territory,18574.0,DecimalZero,NT,2009
3.4.1,Infant and young child mortality rate,2009,National,6.4,DecimalOne,National,2009
3.4.1,Infant and young child mortality rate,2009,National,4.2,DecimalOne,National,2009
3.4.1,Infant and young child mortality rate,2009,National,97.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,845.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,15247.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,203567.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,158.7,DecimalOne,National,2009
3.4.1,Infant and young child mortality rate,2009,National,103.9,DecimalOne,National,2009
3.4.1,Infant and young child mortality rate,2009,National,129.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,984.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,81308.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,947114.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,4.7,DecimalOne,National,2009
3.4.1,Infant and young child mortality rate,2009,National,3.6,DecimalOne,National,2009
3.4.1,Infant and young child mortality rate,2009,National,4.2,DecimalOne,National,2009
3.4.1,Infant and young child mortality rate,2009,National,728.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,533.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,1261.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,154875.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,146378.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,301253.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,117.4,DecimalOne,National,2009
3.4.1,Infant and young child mortality rate,2009,National,91.1,DecimalOne,National,2009
3.4.1,Infant and young child mortality rate,2009,National,104.6,DecimalOne,National,2009
3.4.1,Infant and young child mortality rate,2009,National,859.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,632.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,1491.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,731969.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,693715.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,National,1425684.0,DecimalZero,National,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,6.3,DecimalOne,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,4.4,DecimalOne,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,5.4,DecimalOne,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,215.0,DecimalZero,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,141.0,DecimalZero,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,356.0,DecimalZero,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,34086.0,DecimalZero,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,32063.0,DecimalZero,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,66149.0,DecimalZero,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,159.6,DecimalOne,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,117.3,DecimalOne,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,139.1,DecimalOne,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,246.0,DecimalZero,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,170.0,DecimalZero,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,416.0,DecimalZero,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,154113.0,DecimalZero,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,144945.0,DecimalZero,Qld,2009
3.4.1,Infant and young child mortality rate,2009,Queensland,299058.0,DecimalZero,Qld,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,3.8,DecimalOne,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,3.6,DecimalOne,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,3.7,DecimalOne,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,39.0,DecimalZero,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,34.0,DecimalZero,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,73.0,DecimalZero,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,10233.0,DecimalZero,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,9502.0,DecimalZero,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,19735.0,DecimalZero,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,106.7,DecimalOne,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,83.2,DecimalOne,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,95.2,DecimalOne,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,52.0,DecimalZero,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,39.0,DecimalZero,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,91.0,DecimalZero,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,48716.0,DecimalZero,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,46859.0,DecimalZero,SA,2009
3.4.1,Infant and young child mortality rate,2009,South Australia,95575.0,DecimalZero,SA,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,4.7,DecimalOne,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,2.5,DecimalOne,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,3.6,DecimalOne,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,16.0,DecimalZero,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,8.0,DecimalZero,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,24.0,DecimalZero,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,3392.0,DecimalZero,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,3235.0,DecimalZero,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,6627.0,DecimalZero,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,131.2,DecimalOne,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,57.2,DecimalOne,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,95.4,DecimalOne,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,22.0,DecimalZero,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,9.0,DecimalZero,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,31.0,DecimalZero,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,16764.0,DecimalZero,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,15721.0,DecimalZero,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Tasmania,32485.0,DecimalZero,Tas,2009
3.4.1,Infant and young child mortality rate,2009,Victoria,4.3,DecimalOne,Vic,2009
3.4.1,Infant and young child mortality rate,2009,Victoria,3.5,DecimalOne,Vic,2009
3.4.1,Infant and young child mortality rate,2009,Victoria,3.9,DecimalOne,Vic,2009
3.4.1,Infant and young child mortality rate,2009,Victoria,156.0,DecimalZero,Vic,2009
