Period,Year,Age group,Actual Price,Inflation Adjusted Price
2000-05,2000,16-64,11.28149728,22.47718974
2000-06,2000,16-64,11.45614937,22.82516554
2000-06,2000,0-15,10.09237242,20.10798426
2000-06,2000,65+,7.865804492,15.67178324
2000-07,2000,0-15,10.09173277,20.10670982
2000-07,2000,16-64,11.52133538,22.95504176
2000-07,2000,65+,7.952302629,15.84412163
2000-08,2000,65+,7.979501756,15.89831301
2000-08,2000,16-64,11.57713745,23.0662215
2000-08,2000,0-15,10.11395652,20.15098829
2000-09,2000,16-64,11.55981365,23.03170566
2000-09,2000,0-15,10.19237956,20.3072379
2000-09,2000,65+,7.990380093,15.91998694
2000-10,2000,0-15,10.22349756,20.36923722
2000-10,2000,16-64,11.66721011,23.24568174
2000-10,2000,65+,7.94648258,15.83252579
2000-11,2000,65+,8.110733152,16.15977768
2000-11,2000,16-64,11.81947167,23.54904678
2000-11,2000,0-15,10.43053623,20.78173988
2000-12,2000,16-64,11.8900709,23.68970828
2000-12,2000,0-15,10.73378279,21.38592656
2000-12,2000,65+,8.253400455,16.44402719
2001-01,2001,65+,8.284329868,15.6065013
2001-01,2001,16-64,12.00727893,22.62000875
2001-01,2001,0-15,10.56824282,19.90906903
2001-02,2001,0-15,10.67116783,20.10296515
2001-02,2001,65+,8.31277009,15.66007864
2001-02,2001,16-64,12.08113487,22.75914287
2001-03,2001,0-15,10.80965392,20.36385327
2001-03,2001,65+,8.154254507,15.36145778
2001-03,2001,16-64,12.04659537,22.69407535
2001-04,2001,65+,8.193780124,15.43591843
2001-04,2001,16-64,12.07222775,22.74236311
2001-04,2001,0-15,11.02987807,20.7787243
2001-05,2001,0-15,10.67685339,20.11367594
2001-05,2001,65+,8.216031948,15.47783771
2001-05,2001,16-64,11.99685993,22.60038084
2001-06,2001,65+,8.346897726,15.72437026
2001-06,2001,16-64,12.14611882,22.88156341
2001-06,2001,0-15,10.87143292,20.48023613
2001-07,2001,0-15,10.80956756,20.36369059
2001-07,2001,65+,8.387366774,15.8006082
2001-07,2001,16-64,12.20963275,23.00121463
2001-08,2001,65+,8.453696439,15.92556387
2001-08,2001,0-15,10.88731092,20.51014804
2001-08,2001,16-64,12.26303345,23.10181397
2001-09,2001,0-15,11.09643974,20.90411705
2001-09,2001,65+,8.459796649,15.9370558
2001-09,2001,16-64,12.30778967,23.18612833
2001-10,2001,0-15,10.98372257,20.69177391
2001-10,2001,16-64,12.32570204,23.21987268
2001-10,2001,65+,8.481167375,15.97731521
2001-11,2001,65+,8.417800829,15.85794164
2001-11,2001,16-64,12.35699682,23.27882762
2001-11,2001,0-15,11.04733039,20.811602
2001-12,2001,65+,8.64075265,16.27795121
2001-12,2001,16-64,12.47071796,23.4930621
2001-12,2001,0-15,11.49111808,21.64763501
2002-01,2002,0-15,11.31469221,20.22267475
2002-01,2002,16-64,12.64472351,22.5998309
2002-01,2002,65+,8.675063762,15.50488423
2002-02,2002,0-15,11.52233916,20.59380077
2002-02,2002,16-64,12.79003727,22.85954923
2002-02,2002,65+,8.739803803,15.62059368
2002-03,2002,0-15,11.64758142,20.81764542
2002-03,2002,65+,8.633312643,15.43026273
2002-03,2002,16-64,12.80671905,22.88936447
2002-04,2002,16-64,12.77533109,22.83326497
2002-04,2002,65+,8.65232242,15.46423878
2002-04,2002,0-15,11.64303661,20.80952252
2002-05,2002,65+,8.874764097,15.86180732
2002-05,2002,16-64,12.86645529,22.99613065
2002-05,2002,0-15,11.57628201,20.69021246
2002-06,2002,0-15,11.93802083,21.33674587
2002-06,2002,16-64,13.06734225,23.35517459
2002-06,2002,65+,9.057495212,16.18840144
2002-07,2002,16-64,13.43284606,24.00843714
2002-07,2002,0-15,12.22823907,21.85545101
2002-07,2002,65+,9.312965573,16.64500193
2002-08,2002,0-15,12.40789492,22.17654873
2002-08,2002,16-64,13.64105934,24.38057535
2002-08,2002,65+,9.387395355,16.77802979
2002-09,2002,16-64,13.6977395,24.48187945
2002-09,2002,65+,9.369562068,16.74615647
2002-09,2002,0-15,12.17030182,21.75190014
2002-10,2002,16-64,13.69710512,24.48074561
2002-10,2002,65+,9.328019261,16.67190729
2002-10,2002,0-15,11.98018751,21.4121101
2002-11,2002,16-64,13.93082758,24.89847623
2002-11,2002,0-15,12.43965147,22.233307
2002-11,2002,65+,9.430156636,16.85445674
2002-12,2002,16-64,13.97804004,24.98285874
2002-12,2002,65+,9.515617777,17.00720087
2002-12,2002,0-15,12.78876929,22.85728298
2003-01,2003,65+,9.555200892,16.16810661
2003-01,2003,16-64,14.13120449,23.91104314
2003-01,2003,0-15,12.49567328,21.14360337
2003-02,2003,65+,9.573061234,16.19832763
2003-02,2003,0-15,12.54992505,21.23540137
2003-02,2003,16-64,14.28068561,24.16397625
2003-03,2003,65+,9.355696064,15.83052969
2003-03,2003,16-64,14.23147337,24.08070551
2003-03,2003,0-15,12.88802648,21.807494
2003-04,2003,16-64,14.23752914,24.09095231
2003-04,2003,0-15,13.04196,22.06796091
2003-04,2003,65+,9.45285479,15.99492944
2003-05,2003,16-64,14.39415884,24.35598136
2003-05,2003,0-15,12.99033156,21.98060176
2003-05,2003,65+,9.646091905,16.32190093
2003-06,2003,0-15,13.16718437,22.2798498
2003-06,2003,16-64,14.5092344,24.55069771
2003-06,2003,65+,9.706550032,16.42420055
2003-07,2003,0-15,13.10769877,22.17919577
2003-07,2003,16-64,14.69307418,24.86176822
2003-07,2003,65+,9.851632104,16.66969015
2003-08,2003,0-15,13.46946918,22.79133806
2003-08,2003,16-64,14.80355625,25.04871205
2003-08,2003,65+,9.949935594,16.83602692
2003-09,2003,16-64,14.82943278,25.09249705
2003-09,2003,65+,9.960525334,16.85394555
2003-09,2003,0-15,13.4359138,22.73455988
2003-10,2003,65+,10.02028357,16.9550609
2003-10,2003,16-64,14.97455664,25.33805735
2003-10,2003,0-15,13.4992543,22.84173669
2003-11,2003,0-15,14.00309179,23.69426698
2003-11,2003,16-64,15.42829906,26.10582309
2003-11,2003,65+,10.36793469,17.5433123
2003-12,2003,65+,10.41121244,17.61654146
2003-12,2003,16-64,15.41925,26.09051142
2003-12,2003,0-15,14.18417993,24.0006815
2004-01,2004,16-64,15.63025461,24.48826607
2004-01,2004,0-15,14.20797438,22.25994813
2004-01,2004,65+,10.58395853,16.58212223
2004-02,2004,0-15,15.35688289,24.05996854
2004-02,2004,16-64,16.16200547,25.32137191
2004-02,2004,65+,11.58923909,18.15711755
2004-03,2004,65+,11.5299223,18.06418463
2004-03,2004,0-15,15.43338054,24.1798191
2004-03,2004,16-64,16.08225568,25.19642616
2004-04,2004,0-15,15.57439487,24.40074938
2004-04,2004,16-64,16.08972638,25.20813066
2004-04,2004,65+,11.67351684,18.28915737
2004-05,2004,65+,11.93043027,18.69166933
2004-05,2004,0-15,15.41200174,24.14632447
2004-05,2004,16-64,16.1827626,25.35389257
2004-06,2004,65+,11.78279125,18.46036001
2004-06,2004,0-15,15.18656752,23.79313167
2004-06,2004,16-64,16.1633248,25.32343894
2004-07,2004,0-15,14.91759489,23.37172631
2004-07,2004,65+,11.83057691,18.53522686
2004-07,2004,16-64,16.20228849,25.38448421
2004-08,2004,16-64,15.99467542,25.05921223
2004-08,2004,0-15,14.48980093,22.70149202
2004-08,2004,65+,11.60385638,18.18001878
2004-09,2004,65+,11.46756596,17.96648957
2004-09,2004,16-64,15.85601331,24.84196723
2004-09,2004,0-15,14.10459968,22.09798871
2004-10,2004,65+,11.21952156,17.57787292
2004-10,2004,0-15,13.78785076,21.60173115
2004-10,2004,16-64,15.70027854,24.59797411
2004-11,2004,0-15,13.31486717,20.86069728
2004-11,2004,65+,11.00931332,17.248535
2004-11,2004,16-64,15.63077577,24.48908257
2004-12,2004,16-64,15.54581194,24.35596787
2004-12,2004,0-15,13.19915093,20.67940209
2004-12,2004,65+,10.92357647,17.11420918
2005-01,2005,16-64,15.64254151,23.29255853
2005-01,2005,0-15,15.70221875,23.38142105
2005-01,2005,65+,12.80382167,19.06555693
2005-02,2005,0-15,15.78698454,23.50764172
2005-02,2005,16-64,15.98268546,23.79905058
2005-02,2005,65+,12.94732953,19.2792476
2005-03,2005,16-64,16.01060882,23.84062992
2005-03,2005,65+,12.93202688,19.25646116
2005-03,2005,0-15,15.85541666,23.60954071
2005-04,2005,16-64,15.92157573,23.70805501
2005-04,2005,0-15,15.6875614,23.3595955
2005-04,2005,65+,12.68872133,18.89416654
2005-05,2005,0-15,15.30519548,22.79023273
2005-05,2005,65+,12.50970218,18.6275977
2005-05,2005,16-64,15.77449351,23.48904192
2005-06,2005,65+,12.28554469,18.29381553
2005-06,2005,0-15,14.86394115,22.13318206
2005-06,2005,16-64,15.65085379,23.30493595
2005-07,2005,16-64,15.59733694,23.22524657
2005-07,2005,0-15,14.52055468,21.62186173
2005-07,2005,65+,12.15179534,18.09465579
2005-08,2005,0-15,14.07009768,20.95110782
2005-08,2005,16-64,15.39567461,22.92496086
2005-08,2005,65+,11.73350681,17.47180238
2005-09,2005,16-64,15.2073288,22.64450415
2005-09,2005,65+,11.44424858,17.04108183
2005-09,2005,0-15,13.5683545,20.2039861
2005-10,2005,65+,11.17524677,16.64052413
2005-10,2005,0-15,13.13857967,19.56402901
2005-10,2005,16-64,15.01276295,22.35478547
2005-11,2005,0-15,12.90151555,19.2110282
2005-11,2005,16-64,15.09511305,22.47740905
2005-11,2005,65+,11.04927694,16.4529485
2005-12,2005,16-64,14.9831487,22.31068831
2005-12,2005,0-15,12.76161229,19.00270496
2005-12,2005,65+,10.9576011,16.31643839
2006-01,2006,0-15,17.93728573,25.89848776
2006-01,2006,16-64,17.69840033,25.55357657
2006-01,2006,65+,14.91752613,21.53845201
2006-02,2006,65+,14.93831932,21.56847396
2006-02,2006,16-64,17.8537386,25.77785946
2006-02,2006,0-15,17.8316407,25.74595373
2006-03,2006,0-15,17.98030931,25.96060673
2006-03,2006,65+,14.84713146,21.43681369
2006-03,2006,16-64,17.84899011,25.77100343
2006-04,2006,0-15,18.33820431,26.47734819
2006-04,2006,16-64,17.89461722,25.83688146
2006-04,2006,65+,14.93143381,21.55853241
2006-05,2006,65+,14.90415136,21.51914105
2006-05,2006,0-15,17.70353622,25.56099195
2006-05,2006,16-64,17.84649497,25.76740085
2006-06,2006,0-15,17.46770618,25.22049219
2006-06,2006,65+,14.82503489,21.40490989
2006-06,2006,16-64,17.8189575,25.72764128
2006-07,2006,0-15,17.39836275,25.1203717
2006-07,2006,16-64,17.87046469,25.80200918
2006-07,2006,65+,14.74426237,21.28828766
2006-08,2006,0-15,16.95957641,24.48683645
2006-08,2006,16-64,17.75726223,25.63856346
2006-08,2006,65+,14.46056099,20.87866958
2006-09,2006,65+,14.24277818,20.56422704
2006-09,2006,16-64,17.66680566,25.50795907
2006-09,2006,0-15,16.66386243,24.05987415
2006-10,2006,65+,13.99798363,20.21078401
2006-10,2006,0-15,16.28830459,23.51763045
2006-10,2006,16-64,17.58243266,25.38613835
2006-11,2006,65+,14.21364628,20.52216538
2006-11,2006,16-64,17.89721623,25.840634
2006-11,2006,0-15,16.32242992,23.5669018
2006-12,2006,0-15,16.42891982,23.72065569
2006-12,2006,65+,14.16815626,20.45648527
2006-12,2006,16-64,17.92596225,25.88213852
2007-01,2007,16-64,19.82332807,28.48135918
2007-01,2007,0-15,20.06396971,28.82710339
2007-01,2007,65+,17.04134154,24.48431301
2007-02,2007,65+,17.12113876,24.59896243
2007-02,2007,16-64,20.04785088,28.80394451
2007-02,2007,0-15,20.15901894,28.9636663
2007-03,2007,0-15,20.17157283,28.98170322
2007-03,2007,65+,17.0473061,24.49288264
2007-03,2007,16-64,20.01497661,28.75671209
2007-04,2007,0-15,20.25353739,29.0994666
2007-04,2007,16-64,19.98849956,28.71867092
2007-04,2007,65+,16.99762141,24.42149768
2007-05,2007,16-64,19.96954213,28.69143365
2007-05,2007,65+,16.95830454,24.36500879
2007-05,2007,0-15,19.70044046,28.30479921
2007-06,2007,0-15,19.40637134,27.88229255
2007-06,2007,16-64,19.8816239,28.56511627
2007-06,2007,65+,16.82879559,24.17893555
2007-07,2007,0-15,19.31349166,27.74884677
2007-07,2007,16-64,19.83156432,28.49319269
2007-07,2007,65+,16.77304096,24.09882954
2007-08,2007,0-15,18.94414547,27.21818503
2007-08,2007,65+,16.32201584,23.45081482
2007-08,2007,16-64,19.70822092,28.31597787
2007-09,2007,0-15,18.42264053,26.46890774
2007-09,2007,16-64,19.61680717,28.18463826
2007-09,2007,65+,16.14753499,23.20012776
2007-10,2007,65+,15.71633454,22.58059633
2007-10,2007,0-15,17.84553694,25.63974855
2007-10,2007,16-64,19.46873698,27.97189698
2007-11,2007,0-15,17.73637237,25.4829053
2007-11,2007,16-64,19.72885026,28.34561727
2007-11,2007,65+,15.77548182,22.66557675
2007-12,2007,65+,15.68514495,22.53578438
2007-12,2007,16-64,19.66861204,28.25906941
2007-12,2007,0-15,17.76014998,25.51706801
2008-01,2008,0-15,22.4697157,30.9059288
2008-01,2008,16-64,22.06093272,30.343669
2008-01,2008,65+,19.3050948,26.55315684
2008-02,2008,0-15,22.47361521,30.91129236
2008-02,2008,65+,19.37846822,26.65407818
2008-02,2008,16-64,22.25458313,30.6100251
2008-03,2008,65+,19.38246983,26.65958219
2008-03,2008,16-64,22.35982426,30.75477882
2008-03,2008,0-15,22.77703122,31.32862535
2008-04,2008,65+,19.03024226,26.17511143
2008-04,2008,16-64,22.06576715,30.35031851
2008-04,2008,0-15,22.12008798,30.42503399
2008-05,2008,65+,18.90020249,25.99624847
2008-05,2008,16-64,21.99178266,30.24855668
2008-05,2008,0-15,21.74030767,29.90266587
2008-06,2008,0-15,21.2391168,29.21330382
2008-06,2008,65+,18.5987298,25.58158842
2008-06,2008,16-64,21.87409621,30.08668508
2008-07,2008,0-15,20.74402021,28.53232414
2008-07,2008,16-64,21.86262126,30.07090187
2008-07,2008,65+,18.40915404,25.32083679
2008-08,2008,0-15,20.58856395,28.31850211
2008-08,2008,16-64,21.76448105,29.9359151
2008-08,2008,65+,18.26337667,25.12032758
2008-09,2008,65+,17.68694573,24.32747671
2008-09,2008,16-64,21.49347951,29.56316653
2008-09,2008,0-15,19.83574114,27.28303336
2008-10,2008,0-15,19.11044802,26.2854303
2008-10,2008,16-64,21.30242788,29.30038493
2008-10,2008,65+,17.21026601,23.67182848
2008-11,2008,16-64,21.53097689,29.61474224
2008-11,2008,0-15,19.12003295,26.29861387
2008-11,2008,65+,17.29290474,23.78549376
2008-12,2008,16-64,21.31397964,29.31627377
2008-12,2008,65+,17.03818186,23.43513564
2008-12,2008,0-15,18.71077991,25.73570754
2009-01,2009,65+,21.67284033,29.20521444
2009-01,2009,0-15,24.71025196,33.29827547
2009-01,2009,16-64,24.33646019,32.79457274
2009-02,2009,0-15,24.51639522,33.03704401
2009-02,2009,65+,21.66388762,29.19315023
2009-02,2009,16-64,24.52958096,33.05481245
2009-03,2009,16-64,24.372739,32.84346021
2009-03,2009,0-15,24.45294734,32.95154488
2009-03,2009,65+,21.39677921,28.83320855
2009-04,2009,16-64,24.18982951,32.59698072
2009-04,2009,0-15,24.16850205,32.56824092
2009-04,2009,65+,21.19063496,28.55541908
2009-05,2009,16-64,24.06344703,32.42667412
2009-05,2009,65+,21.09453373,28.42591797
2009-05,2009,0-15,23.57870809,31.77346465
2009-06,2009,0-15,22.73565645,30.63741125
2009-06,2009,65+,20.42555345,27.52443425
2009-06,2009,16-64,23.78305211,32.04882824
2009-07,2009,65+,20.13000391,27.12616676
2009-07,2009,16-64,23.69841252,31.93477224
2009-07,2009,0-15,22.22981711,29.95576795
2009-08,2009,65+,19.7538058,26.61922137
2009-08,2009,16-64,23.64714161,31.86568217
2009-08,2009,0-15,22.02496706,29.67972247
2009-09,2009,0-15,20.98808852,28.28247782
2009-09,2009,16-64,23.35580395,31.4730904
2009-09,2009,65+,19.19063401,25.86031979
2009-10,2009,65+,18.82748676,25.37096107
2009-10,2009,16-64,23.14283374,31.1861026
2009-10,2009,0-15,20.39864038,27.48816757
2009-11,2009,0-15,20.16376297,27.17165875
2009-11,2009,65+,18.77669218,25.30251289
2009-11,2009,16-64,23.33923053,31.4507569
2009-12,2009,16-64,23.09147871,31.11689918
2009-12,2009,65+,18.47194172,24.89184671
2009-12,2009,0-15,19.67030975,26.50670635
2010-01,2010,16-64,26.5307577,35.27157914
2010-01,2010,65+,23.59466102,31.36815627
2010-01,2010,0-15,26.296347,34.95993951
2010-02,2010,0-15,25.94959775,34.49895028
2010-02,2010,16-64,26.62536308,35.39735321
2010-02,2010,65+,23.410478,31.12329232
2010-03,2010,0-15,25.85967324,34.37939925
2010-03,2010,16-64,26.49461744,35.22353212
2010-03,2010,65+,23.19127246,30.83186735
2010-04,2010,0-15,25.73806254,34.2177227
2010-04,2010,16-64,26.42886073,35.13611121
2010-04,2010,65+,23.03407277,30.62287666
2010-05,2010,0-15,25.30183116,33.63777055
2010-05,2010,16-64,26.13815268,34.74962651
2010-05,2010,65+,22.66592474,30.1334386
2010-06,2010,0-15,24.52700615,32.60767175
2010-06,2010,16-64,25.93528328,34.47991977
2010-06,2010,65+,22.13816489,29.43180304
2010-07,2010,16-64,25.82125612,34.32832522
2010-07,2010,0-15,23.99315234,31.89793451
2010-07,2010,65+,21.89052281,29.10257282
2010-08,2010,0-15,23.39913302,31.10820963
2010-08,2010,65+,21.32315538,28.34828055
2010-08,2010,16-64,25.50598218,33.90918116
2010-09,2010,65+,20.68039831,27.49376079
2010-09,2010,16-64,25.137631,33.41947302
2010-09,2010,0-15,22.69056162,30.16619235
2010-10,2010,65+,20.23423616,26.90060608
2010-10,2010,16-64,24.96512124,33.19012821
2010-10,2010,0-15,22.04668174,29.31017986
2010-11,2010,16-64,25.05512082,33.30977905
2010-11,2010,0-15,21.67749691,28.81936341
2010-11,2010,65+,19.98851592,26.57393087
2010-12,2010,16-64,24.79030726,32.95772003
2010-12,2010,65+,19.59023852,26.04443703
2010-12,2010,0-15,21.18452648,28.16397898
2011-01,2011,0-15,28.15225925,36.79316415
2011-01,2011,16-64,28.36090999,37.06585703
2011-01,2011,65+,25.36406666,33.14917853
2011-02,2011,16-64,28.47127316,37.21009449
2011-02,2011,0-15,27.92718321,36.49900446
2011-02,2011,65+,25.20311909,32.93883057
2011-03,2011,0-15,27.73364868,36.24606747
2011-03,2011,16-64,28.36930261,37.07682564
2011-03,2011,65+,25.0713416,32.766606
2011-04,2011,16-64,28.2651217,36.940668
2011-04,2011,65+,24.80266635,32.41546499
2011-04,2011,0-15,27.85042212,36.39868273
2011-05,2011,0-15,26.6723101,34.85896726
2011-05,2011,16-64,27.94243167,36.5189332
2011-05,2011,65+,24.30600072,31.76635546
2011-06,2011,16-64,27.70036053,36.20256202
2011-06,2011,65+,23.81722865,31.12756228
2011-06,2011,0-15,26.01222752,33.99628245
2011-07,2011,0-15,25.68263062,33.56552082
2011-07,2011,16-64,27.6221893,36.10039733
2011-07,2011,65+,23.57451064,30.81034569
2011-08,2011,65+,22.69108689,29.65576855
2011-08,2011,16-64,27.22956829,35.58726733
2011-08,2011,0-15,24.80527544,32.4188749
2011-09,2011,0-15,23.98193437,31.3428219
2011-09,2011,65+,22.05433981,28.8235817
2011-09,2011,16-64,26.87592549,35.12507928
2011-10,2011,65+,21.57694699,28.19966047
2011-10,2011,0-15,23.21832928,30.34483992
2011-10,2011,16-64,26.65127055,34.83146994
2011-11,2011,65+,21.2938739,27.82970243
2011-11,2011,0-15,22.89430957,29.92136733
2011-11,2011,16-64,26.76679668,34.98245506
2011-12,2011,65+,20.82778621,27.22055626
2011-12,2011,0-15,22.2645772,29.09834824
2011-12,2011,16-64,26.36553251,34.45802899
2012-01,2012,0-15,29.83294761,38.10300914
2012-01,2012,16-64,30.32651528,38.73339987
2012-01,2012,65+,27.10710534,34.62152973
2012-02,2012,0-15,29.79029716,38.04853545
2012-02,2012,65+,27.37765523,34.96707939
2012-02,2012,16-64,30.51241077,38.97082788
2012-03,2012,16-64,30.30583404,38.70698552
2012-03,2012,65+,26.95018394,34.42110778
2012-03,2012,0-15,29.70453278,37.93899614
2012-04,2012,65+,26.69215743,34.09155313
2012-04,2012,16-64,30.124937,38.4759416
2012-04,2012,0-15,29.41542259,37.56974103
2012-05,2012,0-15,28.51474396,36.41938316
2012-05,2012,65+,26.14712869,33.3954357
2012-05,2012,16-64,29.78403703,38.04053995
2012-06,2012,0-15,27.94708187,35.69435813
2012-06,2012,16-64,29.46480863,37.63281749
2012-06,2012,65+,25.68966656,32.81115941
2012-07,2012,0-15,27.22377375,34.77054006
2012-07,2012,16-64,29.30691587,37.4311549
2012-07,2012,65+,25.27257789,32.27844861
2012-08,2012,16-64,28.9842984,37.01910389
2012-08,2012,0-15,26.39727157,33.71492127
2012-08,2012,65+,24.47674455,31.26200044
2012-09,2012,16-64,28.75256212,36.72312745
2012-09,2012,0-15,25.67237213,32.78907075
2012-09,2012,65+,23.82364979,30.42785975
2012-10,2012,65+,23.06279976,29.45609269
2012-10,2012,16-64,28.43040488,36.31166424
2012-10,2012,0-15,24.75208863,31.61367329
2012-11,2012,16-64,28.28251402,36.12277621
2012-11,2012,65+,22.61571352,28.88506862
2012-11,2012,0-15,24.34800905,31.09757787
2012-12,2012,0-15,23.9630378,30.60588783
2012-12,2012,16-64,27.90087165,35.63533786
2012-12,2012,65+,22.04725593,28.15902757
2013-01,2013,65+,28.82097567,36.17146635
2013-01,2013,16-64,31.95162528,40.10055566
2013-01,2013,0-15,31.04443662,38.96199794
2013-02,2013,65+,28.92681365,36.30429721
2013-02,2013,16-64,32.16663433,40.37040052
2013-02,2013,0-15,31.26673884,39.24099603
2013-03,2013,0-15,31.31548378,39.30217287
2013-03,2013,16-64,31.98087784,40.13726877
2013-03,2013,65+,28.44438383,35.69882868
2013-04,2013,0-15,30.49488183,38.2722849
2013-04,2013,16-64,31.61699495,39.68058133
2013-04,2013,65+,27.97198376,35.10594787
2013-05,2013,65+,27.65258203,34.70508605
2013-05,2013,16-64,31.52365194,39.56343215
2013-05,2013,0-15,29.85340827,37.46721017
2013-06,2013,0-15,29.32116051,36.79921814
2013-06,2013,16-64,31.30211929,39.28539989
2013-06,2013,65+,27.24865479,34.19814135
2013-07,2013,0-15,28.56083244,35.84497629
2013-07,2013,65+,26.39420023,33.12576703
2013-07,2013,16-64,31.01874522,38.92975421
2013-08,2013,65+,25.87244728,32.4709464
2013-08,2013,16-64,30.77769593,38.62722781
2013-08,2013,0-15,28.17548942,35.36135554
2013-09,2013,65+,25.04465209,31.43203064
2013-09,2013,16-64,30.33740547,38.07464583
2013-09,2013,0-15,27.27250826,34.2280784
2013-10,2013,0-15,26.55027711,33.32164969
2013-10,2013,65+,24.28829157,30.48276822
2013-10,2013,16-64,30.11753673,37.79870186
2013-11,2013,0-15,26.17647222,32.85250975
2013-11,2013,16-64,30.12721041,37.8108427
2013-11,2013,65+,24.10831634,30.25689217
2013-12,2013,16-64,29.51700715,37.04501343
2013-12,2013,65+,23.25760998,29.189222
2013-12,2013,0-15,25.21911476,31.65098821
2014-01,2014,0-15,32.82998604,40.76584979
2014-01,2014,16-64,33.92411575,42.12445918
2014-01,2014,65+,30.70746551,38.1302607
2014-02,2014,0-15,33.08267581,41.07962127
2014-02,2014,65+,30.66525573,38.07784771
2014-02,2014,16-64,34.16990531,42.42966249
2014-03,2014,0-15,32.91712193,40.87404869
2014-03,2014,16-64,33.87984739,42.06949001
2014-03,2014,65+,30.23427984,37.54269371
2014-04,2014,16-64,33.58499306,41.7033617
2014-04,2014,65+,29.71935847,36.90330242
2014-04,2014,0-15,32.2363891,40.02876499
2014-05,2014,65+,29.10740775,36.14342725
2014-05,2014,16-64,33.34073524,41.4000604
2014-05,2014,0-15,31.44207312,39.04244213
2014-06,2014,0-15,30.78773186,38.22992952
2014-06,2014,16-64,32.9385725,40.90068442
2014-06,2014,65+,28.46923441,35.35099077
2014-07,2014,0-15,29.61680784,36.77596263
2014-07,2014,65+,27.42107568,34.04946475
2014-07,2014,16-64,32.25780208,40.05535404
2014-08,2014,65+,26.83454833,33.32115844
2014-08,2014,16-64,31.99086462,39.72389084
2014-08,2014,0-15,29.21327023,36.27487945
2014-09,2014,65+,25.80358855,32.04098879
2014-09,2014,16-64,31.57282355,39.20479835
2014-09,2014,0-15,28.31605553,35.16078456
2014-10,2014,0-15,27.69807271,34.39341918
2014-10,2014,16-64,31.32738789,38.90003448
2014-10,2014,65+,25.06922214,31.12910687
2014-11,2014,16-64,31.21987032,38.76652711
2014-11,2014,0-15,27.37775722,33.99567509
2014-11,2014,65+,24.6908249,30.65924116
2014-12,2014,65+,23.66976672,29.39136658
2014-12,2014,16-64,30.45198586,37.81302496
2014-12,2014,0-15,26.30506222,32.66368172
2015-01,2015,16-64,34.89251867,43.08425137
2015-01,2015,65+,31.73886276,39.19021021
2015-01,2015,0-15,33.86122813,41.81084427
2015-02,2015,65+,31.99826613,39.51051383
2015-02,2015,0-15,34.12192746,42.13274811
2015-02,2015,16-64,35.19446761,43.457089
2015-03,2015,65+,31.60422613,39.02396487
2015-03,2015,16-64,35.09655086,43.3361843
2015-03,2015,0-15,33.93656916,41.90387316
2015-04,2015,16-64,34.85368535,43.03630114
2015-04,2015,0-15,33.6189908,41.51173678
2015-04,2015,65+,30.81529636,38.0498177
2015-05,2015,65+,30.62206875,37.81122595
2015-05,2015,16-64,34.67491897,42.81556569
2015-05,2015,0-15,33.14668301,40.92854507
2015-06,2015,65+,29.88520957,36.901374
2015-06,2015,16-64,34.4014018,42.47783477
2015-06,2015,0-15,32.41156618,40.02084452
2015-07,2015,0-15,32.15220837,39.70059717
2015-07,2015,16-64,34.40161099,42.47809307
2015-07,2015,65+,29.29821449,36.17656982
2015-08,2015,0-15,31.93715234,39.43505233
2015-08,2015,16-64,34.19407636,42.22183545
2015-08,2015,65+,28.78178045,35.53889232
2015-09,2015,0-15,30.97778326,38.25045173
2015-09,2015,16-64,33.93566709,41.90275931
2015-09,2015,65+,27.84889794,34.38699655
2015-10,2015,16-64,34.00236292,41.98511334
2015-10,2015,0-15,30.75313417,37.97306166
2015-10,2015,65+,27.32817169,33.74401916
2015-11,2015,65+,26.98840652,33.32448717
2015-11,2015,16-64,33.97489471,41.95119641
2015-11,2015,0-15,30.390826,37.52569424
2015-12,2015,65+,26.05982037,32.17789642
2015-12,2015,16-64,33.42716708,41.27487851
2015-12,2015,0-15,29.67336861,36.63979904
2016-01,2016,16-64,36.59967764,44.86713389
2016-01,2016,65+,33.39044111,40.93296685
2016-01,2016,0-15,35.50303753,43.52277508
2016-02,2016,0-15,35.62435807,43.67150057
2016-02,2016,65+,33.27476558,40.79116151
2016-02,2016,16-64,36.8774907,45.20770179
2016-03,2016,0-15,35.60971869,43.65355431
2016-03,2016,16-64,36.86027663,45.18659926
2016-03,2016,65+,33.17906816,40.67384712
2016-04,2016,0-15,35.42361826,43.42541589
2016-04,2016,16-64,36.63113245,44.90569398
2016-04,2016,65+,32.61942485,39.98778667
2016-05,2016,0-15,34.88298214,42.76265614
2016-05,2016,16-64,36.37152774,44.58744748
2016-05,2016,65+,32.06266534,39.30526144
2016-06,2016,65+,31.43163743,38.53169141
2016-06,2016,0-15,34.18973123,41.91280764
2016-06,2016,16-64,36.07802288,44.22764317
2016-07,2016,65+,30.94137448,37.93068357
2016-07,2016,16-64,36.03800849,44.17858997
2016-07,2016,0-15,34.08588937,41.78550907
2016-08,2016,16-64,35.72422436,43.79392553
2016-08,2016,0-15,33.37552651,40.9146832
2016-08,2016,65+,30.10546734,36.90595438
2016-09,2016,0-15,32.75812969,40.15782338
2016-09,2016,65+,29.32572331,35.95007494
2016-09,2016,16-64,35.52633263,43.55133229
2016-10,2016,0-15,32.40544637,39.72547286
2016-10,2016,65+,28.83046454,35.34294277
